"TRAFFIC_PARTICIPATION","AGE_GROUP","INJURY_TYPE","COUNTRY","UNIT","DATA_TYPE","TIME_FORMAT","obsTime","obsValue","OBS_STATUS","INJURY_TYPE_label","AGE_GROUP_label","TRAFFIC_PARTICIPATION_label"
"1140","120","740","NZL","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","240","740","NLD","NUMBER","CORRECTED","P1Y","2015",1,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","120","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","00-05 Years","Unknown traffic participation"
"1140","120","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","00-05 Years","Unknown traffic participation"
"1140","230","740","AUS","NUMBER","CORRECTED","P1Y","2005",1,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","240","740","NZL","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","140","740","ITA","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","230","740","NLD","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","140","740","CHL","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","120","740","NOR","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","00-05 Years","Unknown traffic participation"
"1140","190","740","ISR","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","370","740","PRT","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","Unknown Age","Unknown traffic participation"
"1140","310","740","KOR","NUMBER","CORRECTED","P1Y","2015",5,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","370","740","ISR","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","Unknown Age","Unknown traffic participation"
"1140","130","740","BEL","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","190","740","ISR","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","150","740","JPN","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","140","740","KOR","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","150","740","KOR","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","240","740","GBR","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","230","740","CZE","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","140","740","KOR","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","110","740","POL","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","Total","Unknown traffic participation"
"1140","130","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","06-09 Years","Unknown traffic participation"
"1140","140","740","AUS","NUMBER","CORRECTED","P1Y","2014",0,"p","Killed","10-14 Years","Unknown traffic participation"
"1140","370","740","ISR","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","Unknown Age","Unknown traffic participation"
"1140","120","740","IRL","NUMBER","CORRECTED","P1Y","2014",0,"p","Killed","00-05 Years","Unknown traffic participation"
"1140","230","740","CZE","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","110","740","NZL","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","Total","Unknown traffic participation"
"1140","190","740","USA","NUMBER","CORRECTED","P1Y","2011",8,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","150","740","ITA","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","240","740","CHL","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","240","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","240","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","110","740","NOR","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","Total","Unknown traffic participation"
"1140","230","740","CHL","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","110","740","SWE","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","Total","Unknown traffic participation"
"1140","150","740","ITA","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","310","740","DEU","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","110","740","CZE","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","Total","Unknown traffic participation"
"1140","240","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","190","740","SVN","NUMBER","CORRECTED","P1Y","2010",1,"f","Killed","18-20 Years","Unknown traffic participation"
"1140","370","740","JPN","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","Unknown Age","Unknown traffic participation"
"1140","140","740","BEL","NUMBER","CORRECTED","P1Y","2008",1,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","370","740","SVN","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","Unknown Age","Unknown traffic participation"
"1140","150","740","SWE","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","130","740","KOR","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","120","740","AUS","NUMBER","CORRECTED","P1Y","2014",0,"p","Killed","00-05 Years","Unknown traffic participation"
"1140","230","740","HUN","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","110","740","GRC","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","Total","Unknown traffic participation"
"1140","240","740","DEU","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","140","740","JPN","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","140","740","KOR","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","140","740","FRA","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","230","740","NZL","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","21-24 Years","Unknown traffic participation"
"1140","130","740","DEU","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","310","740","NOR","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","130","740","FIN","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","240","740","DEU","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","140","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","240","740","FRA","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","230","740","SWE","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","310","740","CAN","NUMBER","CORRECTED","P1Y","2009",1,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","370","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","Unknown Age","Unknown traffic participation"
"1140","130","740","CHE","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","06-09 Years","Unknown traffic participation"
"1140","240","740","HUN","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","240","740","FRA","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","310","740","LUX","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","240","740","ITA","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","130","740","AUS","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","240","740","ISR","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","230","740","SVN","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","21-24 Years","Unknown traffic participation"
"1140","240","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","310","740","USA","NUMBER","CORRECTED","P1Y","2015",16,"p","Killed","65 Years and more","Unknown traffic participation"
"1140","110","740","USA","NUMBER","CORRECTED","P1Y","2011",73,NA,"Killed","Total","Unknown traffic participation"
"1140","150","740","ISL","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","120","740","CHE","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","150","740","GBR","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","110","740","DNK","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","Total","Unknown traffic participation"
"1140","240","740","POL","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","310","740","CHE","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","120","740","CHE","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","240","740","KOR","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","110","740","HUN","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","Total","Unknown traffic participation"
"1140","110","740","NLD","NUMBER","CORRECTED","P1Y","2012",6,NA,"Killed","Total","Unknown traffic participation"
"1140","240","740","POL","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","310","740","NZL","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","310","740","ISL","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","310","740","ISL","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","130","740","ISR","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","370","740","JPN","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","Unknown Age","Unknown traffic participation"
"1140","130","740","GBR","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","06-09 Years","Unknown traffic participation"
"1140","310","740","USA","NUMBER","CORRECTED","P1Y","2007",15,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","190","740","SWE","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","18-20 Years","Unknown traffic participation"
"1140","130","740","ISR","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","240","740","SWE","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","150","740","NLD","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","190","740","SWE","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","18-20 Years","Unknown traffic participation"
"1140","130","740","NLD","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","240","740","ESP","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","110","740","GBR","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","Total","Unknown traffic participation"
"1140","310","740","FIN","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","230","740","NLD","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","21-24 Years","Unknown traffic participation"
"1140","190","740","NZL","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","18-20 Years","Unknown traffic participation"
"1140","140","740","NOR","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","370","740","IRL","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","Unknown Age","Unknown traffic participation"
"1140","150","740","SVN","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","15-17 Years","Unknown traffic participation"
"1140","310","740","PRT","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","370","740","IRL","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","Unknown Age","Unknown traffic participation"
"1140","230","740","NOR","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","190","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","140","740","NOR","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","10-14 Years","Unknown traffic participation"
"1140","150","740","ISL","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","190","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","NZL","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","NZL","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","140","740","HUN","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","190","740","FRA","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","140","740","CAN","NUMBER","CORRECTED","P1Y","2012",1,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","240","740","NZL","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","110","740","PRT","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","Total","Unknown traffic participation"
"1140","240","740","NZL","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","150","740","DEU","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","310","740","KOR","NUMBER","CORRECTED","P1Y","2008",1,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","310","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","230","740","SVN","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","240","740","NZL","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","370","740","SVN","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","Unknown Age","Unknown traffic participation"
"1140","130","740","AUT","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","110","740","CAN","NUMBER","CORRECTED","P1Y","2011",2,NA,"Killed","Total","Unknown traffic participation"
"1140","230","740","ISR","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","120","740","IRL","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","190","740","AUT","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","ISR","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","150","740","DNK","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","230","740","IRL","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","130","740","JPN","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","190","740","CHE","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","KOR","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","KOR","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","AUT","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","FIN","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","KOR","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","CHE","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","CHE","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","130","740","DEU","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","240","740","USA","NUMBER","CORRECTED","P1Y","2015",33,"p","Killed","25-64 Years","Unknown traffic participation"
"1140","230","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","21-24 Years","Unknown traffic participation"
"1140","120","740","POL","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","00-05 Years","Unknown traffic participation"
"1140","120","740","AUS","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","190","740","HUN","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","230","740","USA","NUMBER","CORRECTED","P1Y","2010",3,"f","Killed","21-24 Years","Unknown traffic participation"
"1140","110","740","ISL","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","Total","Unknown traffic participation"
"1140","190","740","BEL","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","230","740","ISL","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","190","740","CHL","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","120","740","AUS","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","190","740","PRT","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","18-20 Years","Unknown traffic participation"
"1140","150","740","ISL","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","120","740","ISL","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","240","740","KOR","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","120","740","ISL","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","150","740","ISR","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","370","740","USA","NUMBER","CORRECTED","P1Y","2010",1,"f","Killed","Unknown Age","Unknown traffic participation"
"1140","240","740","AUS","NUMBER","CORRECTED","P1Y","2008",3,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","190","740","SVN","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","230","740","HUN","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","130","740","DNK","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","190","740","GBR","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","18-20 Years","Unknown traffic participation"
"1140","140","740","JPN","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","190","740","GBR","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","190","740","GBR","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","130","740","USA","NUMBER","CORRECTED","P1Y","2010",1,"f","Killed","06-09 Years","Unknown traffic participation"
"1140","230","740","GRC","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","240","740","PRT","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","140","740","LUX","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","10-14 Years","Unknown traffic participation"
"1140","130","740","DEU","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","370","740","DEU","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","Unknown Age","Unknown traffic participation"
"1140","190","740","CAN","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","140","740","LUX","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","10-14 Years","Unknown traffic participation"
"1140","190","740","CAN","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","150","740","CHL","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","110","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","Total","Unknown traffic participation"
"1140","130","740","POL","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","310","740","CAN","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","370","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","Unknown Age","Unknown traffic participation"
"1140","310","740","LUX","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","240","740","SVN","NUMBER","CORRECTED","P1Y","2007",1,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","110","740","FIN","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","Total","Unknown traffic participation"
"1140","310","740","BEL","NUMBER","CORRECTED","P1Y","2008",7,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","240","740","JPN","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","240","740","ISR","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","130","740","SWE","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","240","740","GRC","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","150","740","CHL","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","130","740","AUS","NUMBER","CORRECTED","P1Y","2013",0,"p","Killed","06-09 Years","Unknown traffic participation"
"1140","240","740","CHL","NUMBER","CORRECTED","P1Y","2012",3,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","120","740","CHE","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","00-05 Years","Unknown traffic participation"
"1140","240","740","KOR","NUMBER","CORRECTED","P1Y","2006",1,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","140","740","POL","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","10-14 Years","Unknown traffic participation"
"1140","110","740","DNK","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","Total","Unknown traffic participation"
"1140","240","740","KOR","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","25-64 Years","Unknown traffic participation"
"1140","370","740","CAN","NUMBER","CORRECTED","P1Y","2013",0,"p","Killed","Unknown Age","Unknown traffic participation"
"1140","130","740","CHE","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","06-09 Years","Unknown traffic participation"
"1140","370","740","CZE","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","Unknown Age","Unknown traffic participation"
"1140","130","740","CHE","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","130","740","NOR","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","140","740","CHE","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","10-14 Years","Unknown traffic participation"
"1140","310","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","370","740","PRT","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","Unknown Age","Unknown traffic participation"
"1140","310","740","DNK","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","120","740","DNK","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","230","740","ESP","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","190","740","ISL","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","130","740","JPN","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","06-09 Years","Unknown traffic participation"
"1140","230","740","DEU","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","120","740","HUN","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","130","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","06-09 Years","Unknown traffic participation"
"1140","120","740","ISL","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","00-05 Years","Unknown traffic participation"
"1140","140","740","NOR","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","10-14 Years","Unknown traffic participation"
"1140","140","740","PRT","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","10-14 Years","Unknown traffic participation"
"1140","150","740","CZE","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","15-17 Years","Unknown traffic participation"
"1140","230","740","BEL","NUMBER","CORRECTED","P1Y","2005",3,NA,"Killed","21-24 Years","Unknown traffic participation"
"1140","310","740","FIN","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","65 Years and more","Unknown traffic participation"
"1140","190","740","ISL","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","18-20 Years","Unknown traffic participation"
"1140","240","740","NLD","NUMBER","CORRECTED","P1Y","2005",1,"f","Killed","25-64 Years","Unknown traffic participation"
"1140","240","740","LTU","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","25-64 Years","Unknown traffic participation"
