"POWERCODE","SUBJECT","UNIT","LOCATION","SEX","FREQUENCY","TIME_FORMAT","REFERENCEPERIOD","obsTime","obsValue","OBS_STATUS","UNIT_label","SUBJECT_label","POWERCODE_label"
"3","YP99TTL1_ST","PER","LUX","FE","A","P1Y",NA,"2005",233.1,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","SVN","FE","A","P1Y",NA,"2006",1022.64,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","FE","A","P1Y",NA,"2007",240.4,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","FE","A","P1Y",NA,"2008",244.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","FE","A","P1Y",NA,"1961",1073.4,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","FE","A","P1Y",NA,"1962",1149.6,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","FE","A","P1Y",NA,"1963",1199.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","FE","A","P1Y",NA,"1964",1247.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","FE","A","P1Y",NA,"2013",268.6,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","FE","A","P1Y",NA,"2014",274.6,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"1980",32149,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","FRA","FE","A","P1Y",NA,"1956",22656.12,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","FRA","FE","A","P1Y",NA,"1957",22876.17,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","PRT","MA","A","P1Y",NA,"1950",4074.159,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"1980",58904.68,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"1981",60284.48,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"1986",31833,"B","Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"1987",31754,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"1988",31906,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"1989",32172,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"1990",32671,"B","Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"1991",41321,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","SVK","TT","A","P1Y",NA,"1958",3899.751,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1962",1813,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1963",1827,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1964",1841,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","SVK","TT","A","P1Y",NA,"1962",4238.188,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1966",1870,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1967",1885,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1968",1901,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1969",1916,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1970",1929,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"2002",42174,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"2003",42172,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"2004",42161,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1974",1980,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1975",1990,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"2007",41986,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"2008",41904,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"2009",41769,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"2010",41657,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1980",2025,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1981",2031,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1982",2037,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1983",2043,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"1984",2048,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","TT","A","P1Y",NA,"1967",59286,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","RUS","MA","A","P1Y",NA,"1960",53471.93,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","TT","A","P1Y",NA,"1969",60067,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LVA","FE","A","P1Y",NA,"1986",1396.999,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","TT","A","P1Y",NA,"1974",62054,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1955",3719.198,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","FE","A","P1Y",NA,"2002",3328.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","FE","A","P1Y",NA,"2003",3387.9,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","FE","A","P1Y",NA,"2005",3507,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","FE","A","P1Y",NA,"2006",3568.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1960",3765.132,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1961",3783.613,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","PRT","MA","A","P1Y",NA,"1994",4813.411,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHE","TT","A","P1Y",NA,"2013",8140,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1976",26838,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1977",26918,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1978",26997,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1979",27068,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1980",27085,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUS","TT","A","P1Y",NA,"1994",17805,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LVA","FE","A","P1Y",NA,"2003",1238.309,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1984",27426,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LVA","FE","A","P1Y",NA,"2005",1211.715,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1986",27538,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EU28","TT","A","P1Y",NA,"1950",373939.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1975",3998.094,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1976",3992.661,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"2012",2517,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1978",3989.809,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","NOR","MA","A","P1Y",NA,"2014",2583,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","SVK","MA","A","P1Y",NA,"1952",1724.275,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","JPN","FE","A","P1Y",NA,"1957",46317,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","JPN","FE","A","P1Y",NA,"1958",46781,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","JPN","FE","A","P1Y",NA,"1959",47265,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","JPN","FE","A","P1Y",NA,"1960",47541,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","JPN","FE","A","P1Y",NA,"1961",47980,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","JPN","FE","A","P1Y",NA,"1962",48434,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","JPN","FE","A","P1Y",NA,"1963",48925,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","JPN","FE","A","P1Y",NA,"1964",49443,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","SVK","MA","A","P1Y",NA,"1961",2072.915,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","JPN","FE","A","P1Y",NA,"1966",50427,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","SVK","MA","A","P1Y",NA,"1963",2118.138,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","SVK","MA","A","P1Y",NA,"1964",2140.54,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","HUN","TT","A","P1Y",NA,"1984",10668,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","MA","A","P1Y",NA,"1971",1558,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","MA","A","P1Y",NA,"1972",1619.4,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","MA","A","P1Y",NA,"1973",1673.7,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","SVK","MA","A","P1Y",NA,"1969",2232.641,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","MA","A","P1Y",NA,"1975",1749.5,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","MA","A","P1Y",NA,"1976",1789.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","MA","A","P1Y",NA,"1977",1827.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","MA","A","P1Y",NA,"1978",1869.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","MA","A","P1Y",NA,"1979",1917.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","MA","A","P1Y",NA,"1980",1959.4,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISR","MA","A","P1Y",NA,"1981",1973,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1969",90246,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1970",92716,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1971",95215,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1972",97741,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1973",100291,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1974",102861,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1975",105450,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1976",108054,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1977",110671,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1978",113297,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1979",115929,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"1985",75820.15,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"1986",77468.54,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"1987",79104.66,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"1988",80732.96,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"1989",82355.09,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"1990",83971.02,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"1991",85583.34,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"1992",87184.83,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"1993",88752.02,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1989",143997.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1990",146592.6,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1991",149094.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1992",151546.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1993",153985.6,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1994",156431,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1995",158875,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1996",161323.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1997",163779.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1998",166252.1,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"1999",168753.5,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"2000",171279.9,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"2001",172742.4,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"2002",175076.6,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","TT","A","P1Y",NA,"2003",177360.3,"B","Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"2009",112852.6,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"2010",114255.6,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"2011",115682.9,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"2012",117053.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"2013",118395.1,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","TT","A","P1Y",NA,"2014",119713,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BEL","FE","A","P1Y",NA,"1990",5096.986,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BEL","FE","A","P1Y",NA,"1991",5114.527,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BEL","FE","A","P1Y",NA,"1992",5133.806,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BEL","FE","A","P1Y",NA,"1993",5152.627,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BEL","FE","A","P1Y",NA,"1994",5168.155,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","KOR","FE","A","P1Y",NA,"2006",24069.15,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","KOR","FE","A","P1Y",NA,"2007",24187.54,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","KOR","FE","A","P1Y",NA,"2008",24372.54,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","KOR","FE","A","P1Y",NA,"2009",24517.54,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"1973",918989.6,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"1974",928429.6,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IDN","TT","A","P1Y",NA,"1978",138840.7,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IDN","TT","A","P1Y",NA,"1979",142149.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHE","TT","A","P1Y",NA,"1992",6875.364,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHE","TT","A","P1Y",NA,"1993",6938.265,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHE","TT","A","P1Y",NA,"1994",6993.795,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","TT","A","P1Y",NA,"1956",27815,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHE","TT","A","P1Y",NA,"1996",7071.851,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1950",152271.4,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1951",154877.9,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1952",157552.7,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1954",163025.9,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1955",165931.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1956",168903,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"1989",1058616,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"1990",1067386,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"1991",1077043,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1960",180671.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1961",183691.5,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHE","TT","A","P1Y",NA,"2008",7647.675,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1963",189241.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1964",191888.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1965",194303,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1966",196560.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"2000",1152639,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1955",152.999,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1956",153.364,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"2003",1176212,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"2004",1184415,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1959",154.196,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"2006",1201155,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1961",156.39,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"2007",1210194,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","OECD","TT","A","P1Y",NA,"2010",1236914,"B","Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1964",161.45,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1965",163.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1966",164.237,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1967",164.387,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUS","TT","A","P1Y",NA,"2000",19029,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHE","FE","A","P1Y",NA,"2008",3890.831,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1983",233792,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1971",168.161,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1972",170.651,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1973",172.87,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1974",175.721,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1975",178.088,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1990",249622.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","USA","TT","A","P1Y",NA,"1991",252980.9,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1978",178.4,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","TT","A","P1Y",NA,"2006",38132,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","TT","A","P1Y",NA,"2007",38116,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","TT","A","P1Y",NA,"2008",38116,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","FE","A","P1Y",NA,"1990",835.13,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","TT","A","P1Y",NA,"2010",38517,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","TT","A","P1Y",NA,"2011",38526,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","TT","A","P1Y",NA,"2012",38534,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","MEX","MA","A","P1Y",NA,"1978",32083.21,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","TT","A","P1Y",NA,"2014",38484,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1956",81.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1957",83.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1990",186.848,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1991",189.773,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1992",192.534,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1993",195.213,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1994",197.861,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LUX","MA","A","P1Y",NA,"1995",200.587,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1964",95.4,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1965",97.1,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1966",98.9,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1967",100.5,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1968",101.9,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1969",102.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1970",103.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1971",104.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1972",105.7,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1973",107.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1974",108.7,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1975",110.1,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1976",111.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1977",112,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1978",112.7,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1979",113.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"1980",115,NA,"Persons","Population","Thousands"
